Date,Open,High,Low,Close,Adj Close,Volume
2020-02-05,44.619999,44.639999,44.110001,44.360001,43.848541,883900
2020-02-06,44.529999,44.660000,44.360001,44.660000,44.145081,1045600
2020-02-07,44.480000,44.650002,44.330002,44.419998,43.907845,1109600
2020-02-10,44.290001,44.939999,44.290001,44.939999,44.421852,945000
2020-02-11,45.130001,45.250000,44.830002,44.900002,44.382317,1345200
2020-02-12,45.150002,45.270000,45.000000,45.259998,44.738159,760400
2020-02-13,45.049999,45.410000,44.990002,45.209999,44.688732,711100
2020-02-14,45.320000,45.410000,45.200001,45.400002,44.876553,620900
2020-02-18,45.160000,45.389999,45.099998,45.299999,44.777702,877800
2020-02-19,45.500000,45.730000,45.459999,45.630001,45.103897,5160100
2020-02-20,45.540001,45.660000,44.799999,45.320000,44.797470,1162900
2020-02-21,45.110001,45.139999,44.470001,44.639999,44.125309,1308900
2020-02-24,42.970001,43.520000,42.610001,43.029999,42.533867,1863100
2020-02-25,43.310001,43.430000,41.660000,41.810001,41.327946,3190900
2020-02-26,41.970001,42.680000,41.630001,41.840000,41.357597,2289900
2020-02-27,40.849998,41.509998,39.840000,39.840000,39.380653,3974300
2020-02-28,38.540001,39.919998,38.340000,39.900002,39.439960,8483500
2020-03-02,40.250000,41.759998,39.770000,41.759998,41.278515,5916100
2020-03-03,41.900002,42.369999,40.139999,40.480000,40.013275,2373500
2020-03-04,41.290001,42.230000,40.900002,42.189999,41.703560,2218900
2020-03-05,41.189999,41.700001,40.509998,40.820000,40.349354,3729500
2020-03-06,39.500000,40.310001,39.090000,40.090000,39.627769,2413200
2020-03-09,37.250000,38.529999,36.990002,37.130001,36.701897,7799200
2020-03-10,38.610001,39.270000,37.200001,39.270000,38.817223,4793300
2020-03-11,38.189999,38.369999,36.869999,37.340000,36.909477,4193500
2020-03-12,34.730000,36.500000,33.900002,33.970001,33.578335,10072000
2020-03-13,35.470001,37.200001,34.180000,37.139999,36.711781,9738500
2020-03-16,33.070000,35.119999,32.080002,32.689999,32.313091,6778600
2020-03-17,33.470001,35.020000,32.340000,34.430000,34.033031,8132800
2020-03-18,32.400002,33.639999,31.330000,32.990002,32.609634,8168700
2020-03-19,32.939999,34.330002,32.049999,33.330002,32.945709,6245000
2020-03-20,33.880001,34.119999,31.809999,31.920000,31.551968,5712700
2020-03-23,31.670000,32.009998,30.389999,31.230000,31.002014,10030900
2020-03-24,32.810001,34.060001,32.759998,34.020000,33.771648,6170400
2020-03-25,34.299999,35.580002,33.470001,34.209999,33.960258,6338600
2020-03-26,34.639999,36.340000,34.639999,36.259998,35.995293,6494100
2020-03-27,35.299999,36.000000,34.759998,34.980000,34.724640,8744400
2020-03-30,35.340000,36.310001,35.160000,36.220001,35.955585,6519700
2020-03-31,36.099998,36.570000,35.560001,35.740002,35.479092,3095000
2020-04-01,34.430000,35.000000,33.880001,34.160000,33.910622,4331700
2020-04-02,34.049999,34.950001,33.939999,34.910000,34.655151,2792100
2020-04-03,34.799999,35.060001,34.009998,34.439999,34.188580,3559800
2020-04-06,35.799999,37.150002,35.630001,36.950001,36.680256,2284900
2020-04-07,38.180000,38.230000,36.799999,36.849998,36.580986,4253600
2020-04-08,37.279999,38.020000,36.869999,37.900002,37.623325,3141400
2020-04-09,38.369999,38.549999,37.910000,38.240002,37.960838,5040700
2020-04-13,38.020000,38.230000,37.470001,38.110001,37.831791,2346700
2020-04-14,38.950001,39.669998,38.770000,39.570000,39.281128,3304200
2020-04-15,38.759998,39.189999,38.540001,38.910000,38.625946,4711300
2020-04-16,39.240002,39.470001,38.779999,39.310001,39.023026,2504400
2020-04-17,40.060001,40.130001,39.500000,40.080002,39.787407,2209900
2020-04-20,39.590000,40.049999,39.430000,39.459999,39.171932,3204100
2020-04-21,38.910000,39.020000,37.959999,38.150002,37.871498,2727600
2020-04-22,38.959999,39.450001,38.790001,39.189999,38.903904,2993800
2020-04-23,39.360001,39.840000,39.119999,39.180000,38.893978,2727600
2020-04-24,39.389999,39.810001,39.040001,39.759998,39.469742,1500100
2020-04-27,40.110001,40.270000,39.990002,40.139999,39.846970,1901200
2020-04-28,40.610001,40.660000,39.619999,39.669998,39.380402,2809700
2020-04-29,40.540001,41.130001,40.360001,40.919998,40.621273,1852400
2020-04-30,40.869999,41.009998,40.529999,40.840000,40.541859,4113800
2020-05-01,40.009998,40.349998,39.630001,39.779999,39.489597,3125700
2020-05-04,39.520000,40.090000,39.389999,40.060001,39.767551,2964400
2020-05-05,40.490002,40.980000,40.430000,40.520000,40.224194,4564900
2020-05-06,40.810001,40.950001,40.500000,40.540001,40.244049,1273900
2020-05-07,41.009998,41.279999,40.919998,41.080002,40.780106,1794500
2020-05-08,41.430000,41.660000,41.299999,41.619999,41.316166,2107900
2020-05-11,41.310001,42.060001,41.290001,41.840000,41.534561,2158300
2020-05-12,41.980000,42.070000,40.990002,40.990002,40.690765,2358000
2020-05-13,40.919998,41.279999,39.990002,40.439999,40.144779,2843400
2020-05-14,40.060001,40.849998,39.740002,40.840000,40.541859,3958100
2020-05-15,40.410000,41.130001,40.310001,41.110001,40.809891,1906900
2020-05-18,41.959999,42.340000,41.830002,42.110001,41.802586,2428400
2020-05-19,42.080002,42.459999,41.860001,41.860001,41.554409,4475900
2020-05-20,42.480000,42.730000,42.430000,42.669998,42.358498,1909500
2020-05-21,42.630001,42.810001,42.160000,42.279999,41.971344,2310200
2020-05-22,42.279999,42.470001,42.099998,42.430000,42.120255,1461200
2020-05-26,43.330002,43.330002,42.549999,42.610001,42.298939,1544700
2020-05-27,42.799999,42.970001,41.930000,42.970001,42.656311,6901300
2020-05-28,42.990002,43.610001,42.860001,42.980000,42.666237,1944200
2020-05-29,43.000000,43.389999,42.660000,43.250000,42.934265,1744300
2020-06-01,43.189999,43.580002,43.150002,43.490002,43.172512,2474600
2020-06-02,43.610001,43.820000,43.279999,43.820000,43.500107,2890900
2020-06-03,44.029999,44.330002,43.910000,44.200001,43.877335,2327000
2020-06-04,44.049999,44.279999,43.590000,43.840000,43.519958,1374500
2020-06-05,44.400002,44.959999,44.250000,44.849998,44.522583,1773500
2020-06-08,44.889999,45.189999,44.650002,45.169998,44.840244,3268100
2020-06-09,44.930000,45.439999,44.889999,45.209999,44.879951,19029900
2020-06-10,45.500000,45.799999,45.240002,45.450001,45.118206,2864100
2020-06-11,44.450001,44.689999,43.029999,43.049999,42.735725,3475000
2020-06-12,44.180000,44.240002,42.730000,43.500000,43.182442,5019300
2020-06-15,42.759998,44.070000,42.560001,43.900002,43.579525,2235600
2020-06-16,45.029999,45.090000,44.080002,44.810001,44.482880,3250700
2020-06-17,44.990002,45.169998,44.700001,44.799999,44.472950,2920700
2020-06-18,44.680000,44.919998,44.570000,44.849998,44.522583,1184000
2020-06-19,45.369999,45.369999,44.459999,44.700001,44.373680,2632000
2020-06-22,44.540001,45.090000,44.419998,45.070000,44.865437,2237500
2020-06-23,45.470001,45.770000,45.279999,45.360001,45.154121,13559800
2020-06-24,45.139999,45.320000,44.040001,44.310001,44.108891,3150600
2020-06-25,44.270000,44.790001,43.840000,44.750000,44.546890,3002300
2020-06-26,44.650002,44.669998,43.570000,43.630001,43.431976,2788100
2020-06-29,43.700001,44.180000,43.270000,44.180000,43.979477,2506800
2020-06-30,44.180000,45.099998,44.119999,44.919998,44.716118,1774900
2020-07-01,45.009998,45.570000,44.939999,45.360001,45.154121,2887900
2020-07-02,45.869999,46.040001,45.529999,45.590000,45.383080,1443600
2020-07-06,46.189999,46.599998,46.150002,46.520000,46.308857,1400700
2020-07-07,46.389999,46.820000,46.049999,46.090000,45.880810,1815500
2020-07-08,46.310001,46.639999,46.060001,46.619999,46.408401,1802700
2020-07-09,46.860001,46.910000,46.049999,46.730000,46.517902,2678900
2020-07-10,46.689999,46.990002,46.279999,46.970001,46.756817,2977200
2020-07-13,47.360001,47.770000,46.099998,46.209999,46.000263,1736600
2020-07-14,45.950001,46.799999,45.529999,46.730000,46.517902,3255500
2020-07-15,47.220001,47.299999,46.590000,47.049999,46.836452,1991400
2020-07-16,46.669998,46.869999,46.369999,46.779999,46.567677,1732200
2020-07-17,46.950001,47.040001,46.549999,46.889999,46.677177,1125400
2020-07-20,46.930000,47.900002,46.779999,47.790001,47.573093,1499500
2020-07-21,48.119999,48.119999,47.410000,47.560001,47.344139,2853700
2020-07-22,47.549999,47.910000,47.459999,47.869999,47.652729,1413200
2020-07-23,47.779999,47.939999,46.689999,46.910000,46.697086,3428900
2020-07-24,46.419998,46.830002,46.110001,46.650002,46.438267,2454500
2020-07-27,46.869999,47.250000,46.750000,47.209999,46.995724,1736600
2020-07-28,47.119999,47.220001,46.700001,46.759998,46.547764,1654600
2020-07-29,46.930000,47.439999,46.910000,47.340000,47.125137,1101700
2020-07-30,46.910000,47.480000,46.660000,47.400002,47.184864,2527200
2020-07-31,48.040001,48.119999,47.279999,48.090000,47.871731,1569400
2020-08-03,48.480000,48.730000,48.419998,48.570000,48.349552,1944800
2020-08-04,48.480000,48.730000,48.360001,48.730000,48.508827,1986400
2020-08-05,48.900002,49.080002,48.799999,49.020000,48.797512,1260600
2020-08-06,49.000000,49.630001,48.889999,49.580002,49.354969,999400
2020-08-07,49.459999,49.610001,48.919998,49.270000,49.046375,1524300
2020-08-10,49.369999,49.410000,48.700001,49.180000,48.956787,1107800
2020-08-11,49.209999,49.369999,48.509998,48.619999,48.399326,10081200
2020-08-12,49.000000,49.650002,49.000000,49.490002,49.265377,1554800
2020-08-13,49.540001,49.930000,49.459999,49.599998,49.374874,1898400
2020-08-14,49.599998,49.660000,49.349998,49.540001,49.315151,1106300
2020-08-17,49.799999,49.919998,49.740002,49.840000,49.613789,1173500
2020-08-18,49.970001,50.240002,49.740002,50.180000,49.952248,1189900
2020-08-19,50.259998,50.380001,49.889999,49.939999,49.713333,1458200
2020-08-20,49.759998,50.470001,49.709999,50.400002,50.171249,966100
2020-08-21,50.389999,50.740002,50.320000,50.689999,50.459930,1576300
2020-08-24,51.250000,51.290001,50.759998,51.110001,50.878025,2879600
2020-08-25,51.110001,51.439999,51.009998,51.410000,51.176662,3262600
2020-08-26,51.639999,52.410000,51.619999,52.380001,52.142262,1516300
2020-08-27,52.509998,52.660000,51.980000,52.299999,52.062622,1769200
2020-08-28,52.520000,52.680000,52.320000,52.630001,52.391125,967300
2020-08-31,52.680000,52.939999,52.500000,52.630001,52.391125,1762100
2020-09-01,52.900002,53.400002,52.730000,53.380001,53.137722,5941000
2020-09-02,53.869999,54.209999,53.259998,54.049999,53.804680,2289800
2020-09-03,53.529999,53.599998,51.220001,51.709999,51.475300,5045300
2020-09-04,51.599998,52.009998,49.410000,51.009998,50.778477,5366200
2020-09-08,49.750000,50.369999,49.240002,49.290001,49.066288,3402300
2020-09-09,50.169998,50.990002,49.860001,50.570000,50.340473,4311800
2020-09-10,51.000000,51.130001,49.400002,49.599998,49.374874,3191000
2020-09-11,49.939999,50.080002,48.939999,49.459999,49.235512,4527700
2020-09-14,50.099998,50.529999,49.950001,50.099998,49.872608,2119100
2020-09-15,50.700001,50.869999,50.360001,50.590000,50.360386,2140200
2020-09-16,50.799999,50.810001,49.990002,50.029999,49.802925,1266800
2020-09-17,49.110001,49.790001,48.980000,49.470001,49.245468,1986800
2020-09-18,49.680000,49.680000,48.279999,48.799999,48.578506,3923000
2020-09-21,47.919998,48.490002,47.450001,48.480000,48.364025,2866000
2020-09-22,48.869999,49.369999,48.380001,49.270000,49.152134,8821800
2020-09-23,49.340000,49.360001,47.869999,47.990002,47.875198,2083500
2020-09-24,47.689999,48.700001,47.610001,48.160000,48.044788,3278600
2020-09-25,48.160000,49.230000,47.900002,49.090000,48.972565,2132000
2020-09-28,49.820000,49.970001,49.570000,49.939999,49.820530,1996300
2020-09-29,49.930000,50.080002,49.660000,49.770000,49.650940,1563000
2020-09-30,49.799999,50.610001,49.799999,50.110001,49.990128,2277700
2020-10-01,50.610001,50.750000,50.279999,50.570000,50.449024,3094500
2020-10-02,49.630001,50.230000,49.490002,49.750000,49.630985,3378600
2020-10-05,50.070000,50.709999,50.060001,50.669998,50.548782,1700400
2020-10-06,50.619999,50.910000,49.740002,49.799999,49.680866,3088500
2020-10-07,50.340000,50.820000,50.310001,50.730000,50.608643,2655100
2020-10-08,51.070000,51.070000,50.830002,51.049999,50.927876,1213400
2020-10-09,51.310001,51.730000,51.270000,51.709999,51.586296,1221200
2020-10-12,52.349998,53.220001,52.189999,52.849998,52.723568,1248700
2020-10-13,52.980000,53.049999,52.459999,52.639999,52.514072,1510800
2020-10-14,52.799999,52.959999,52.040001,52.299999,52.174885,1425800
2020-10-15,51.570000,52.189999,51.450001,52.090000,51.965389,2170200
2020-10-16,52.320000,52.630001,51.900002,51.919998,51.795792,2293700
2020-10-19,52.200001,52.360001,50.930000,51.090000,50.967781,2434900
2020-10-20,51.320000,51.860001,51.099998,51.310001,51.187256,2739500
2020-10-21,51.340000,51.759998,51.160000,51.230000,51.107445,1812400
2020-10-22,51.290001,51.410000,50.720001,51.270000,51.147350,1952200
2020-10-23,51.459999,51.490002,51.040001,51.490002,51.366825,1281500
2020-10-26,51.000000,51.299999,49.959999,50.570000,50.449024,2176500
2020-10-27,50.720001,50.889999,50.470001,50.709999,50.588688,1042100
2020-10-28,49.820000,49.820000,48.709999,48.799999,48.683258,2886000
2020-10-29,48.990002,50.000000,48.750000,49.459999,49.341679,3101800
2020-10-30,49.180000,49.369999,48.070000,48.590000,48.473763,3247800
2020-11-02,49.070000,49.470001,48.459999,48.919998,48.802971,5753700
2020-11-03,49.369999,50.139999,49.220001,49.799999,49.680866,1869200
2020-11-04,50.919998,52.020000,50.770000,51.540001,51.416706,4400200
2020-11-05,52.630001,52.959999,52.419998,52.709999,52.583904,3675300
2020-11-06,52.630001,52.939999,52.080002,52.770000,52.643761,2567100
2020-11-09,54.160000,54.160000,52.439999,52.509998,52.384380,4470500
2020-11-10,52.150002,52.340000,51.450001,51.930000,51.805771,2955200
2020-11-11,52.320000,52.779999,52.240002,52.689999,52.563953,1972500
2020-11-12,52.639999,52.820000,52.029999,52.279999,52.154934,4801500
2020-11-13,52.590000,52.919998,52.259998,52.810001,52.683666,1438000
2020-11-16,53.110001,53.299999,52.860001,53.270000,53.142567,1563500
2020-11-17,53.080002,53.220001,52.779999,53.009998,52.883186,1485500
2020-11-18,53.020000,53.090000,52.400002,52.400002,52.274647,3845300
2020-11-19,52.340000,52.779999,52.169998,52.689999,52.563953,1115700
2020-11-20,52.730000,52.730000,52.279999,52.290001,52.164909,814200
2020-11-23,52.500000,52.720001,51.950001,52.340000,52.214790,13911000
2020-11-24,52.619999,53.099998,52.369999,52.980000,52.853260,2176200
2020-11-25,53.080002,53.180000,52.910000,53.090000,52.962997,2435400
2020-11-27,53.349998,53.459999,53.200001,53.330002,53.202423,472800
2020-11-30,53.270000,53.360001,52.669998,53.299999,53.172493,1508900
2020-12-01,53.750000,54.220001,53.619999,53.959999,53.830914,3030500
2020-12-02,53.770000,53.959999,53.500000,53.889999,53.761082,1473900
2020-12-03,53.930000,54.160000,53.689999,53.810001,53.681274,1676300
2020-12-04,53.919998,54.189999,53.849998,54.169998,54.040409,1046900
2020-12-07,54.139999,54.330002,54.029999,54.230000,54.100269,1972500
2020-12-08,54.119999,54.410000,53.919998,54.330002,54.200031,1297900
2020-12-09,54.389999,54.410000,53.410000,53.580002,53.451824,3132500
2020-12-10,53.320000,53.799999,53.169998,53.590000,53.461800,1459900
2020-12-11,53.330002,53.619999,53.099998,53.619999,53.491726,1179600
2020-12-14,53.880001,54.209999,53.580002,53.590000,53.461800,1961900
2020-12-15,54.000000,54.310001,53.750000,54.290001,54.160126,2810600
2020-12-16,54.389999,54.680000,54.220001,54.529999,54.399551,907300
2020-12-17,54.840000,54.970001,54.689999,54.880001,54.748714,1408700
2020-12-18,54.970001,54.980000,54.360001,54.759998,54.628998,2201700
2020-12-21,54.029999,54.520000,53.490002,54.459999,54.459999,1914500
2020-12-22,54.590000,54.720001,54.209999,54.610001,54.610001,1310900
2020-12-23,54.680000,54.720001,54.320000,54.320000,54.320000,1316000
